"characters/characterName","characters/characterLink","characters/actorName","characters/actorLink","characters/houseName/0","characters/royal","characters/parents/0","characters/parents/1","characters/siblings/0","characters/siblings/1","characters/killedBy/0","characters/characterImageThumb","characters/characterImageFull","characters/nickname","characters/killed/0","characters/killed/1","characters/servedBy/0","characters/servedBy/1","characters/parentOf/0","characters/parentOf/1","characters/parentOf/2","characters/marriedEngaged/0","characters/serves/0","characters/kingsguard","characters/killedBy/1","characters/siblings/2","characters/siblings/3","characters/killed/2","characters/killed/3","characters/killed/4","characters/killed/5","characters/killed/6","characters/killed/7","characters/killed/8","characters/killed/9","characters/killed/10","characters/killed/11","characters/killed/12","characters/killed/13","characters/guardedBy/0","characters/actors/0/actorName","characters/actors/0/actorLink","characters/actors/0/seasonsActive/0","characters/actors/1/actorName","characters/actors/1/actorLink","characters/actors/1/seasonsActive/0","characters/actors/0/seasonsActive/1","characters/actors/0/seasonsActive/2","characters/actors/0/seasonsActive/3","characters/serves/1","characters/serves/2","characters/serves/3","characters/houseName/1","characters/parentOf/3","characters/parentOf/4","characters/marriedEngaged/1","characters/actors/1/seasonsActive/1","characters/actors/1/seasonsActive/2","characters/killed/14","characters/killed/15","characters/servedBy/2","characters/servedBy/3","characters/servedBy/4","characters/servedBy/5","characters/guardedBy/1","characters/guardedBy/2","characters/guardianOf/0","characters/allies/0","characters/allies/1","characters/siblings/4","characters/killedBy/2","characters/actors/2/actorName","characters/actors/2/actorLink","characters/actors/2/seasonsActive/0","characters/actors/2/seasonsActive/1","characters/actors/2/seasonsActive/2","characters/actors/2/seasonsActive/3","characters/actors/2/seasonsActive/4","characters/guardianOf/1","characters/guardianOf/2","characters/parents/2","characters/killedBy/3","characters/abductedBy/0","characters/marriedEngaged/2","characters/abducted/0","characters/sibling/0","characters/sibling/1","characters/allies/2"
Night's Watchman #2,/character/ch0509452/,Ruairí Heading,/name/nm6316115/,"",false,"","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Night's Watchman #2,/character/ch0509452/,Tony Flynn,/name/nm0283642/,"",false,"","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Northman Rioter,/character/ch0348391/,Jed Murray,/name/nm5697839/,"",false,"","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Nymeria,"","","",Stark,false,"","",Grey Wind,Lady,"","","","","","","","","","","","","",false,"",Summer,Shaggydog,"","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","",Arya Stark,"","",Ghost,"","","",,,,,,"","","","","","","","","",""
Nymeria Sand,/character/ch0468074/,Jessica Henwick,/name/nm3725055/,Martell,false,Oberyn Martell,"","","",Euron Greyjoy,https://images-na.ssl-images-amazon.com/images/M/MV5BNDZmN2FkMTEtMmMyYy00ZTcwLWE3MGQtNGU1NzY4MjAxNjQ0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNDZmN2FkMTEtMmMyYy00ZTcwLWE3MGQtNGU1NzY4MjAxNjQ0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Tomard,/character/ch0305325/,Phil Dixon,/name/nm4475303/,"",false,"","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Young Nan,/character/ch0305018/,Annette Tierney,/name/nm1519719/,"",false,"","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Obara Sand,/character/ch0468001/,Keisha Castle-Hughes,/name/nm1095720/,Martell,false,Oberyn Martell,"","","",Euron Greyjoy,https://images-na.ssl-images-amazon.com/images/M/MV5BOWU3OTRmYmItZTZiYi00Mjk1LTk2NTItMzBjZmQ3NDZhMDMyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOWU3OTRmYmItZTZiYi00Mjk1LTk2NTItMzBjZmQ3NDZhMDMyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"",Merchant Captain,Trystane Martell,"","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Oberyn Martell,/character/ch0392307/,Pedro Pascal,/name/nm0050959/,Martell,false,"","",Doran Martell,Elia Martell,Gregor Clegane,https://images-na.ssl-images-amazon.com/images/M/MV5BZTJmYjViYjctYTU0My00NTJiLWE2YzUtOWZkNTg4MTZkZmEyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZTJmYjViYjctYTU0My00NTJiLWE2YzUtOWZkNTg4MTZkZmEyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","",Obara Sand,Nymeria Sand,Tyene Sand,Ellaria Sand,"",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Old Nan,/character/ch0305018/,Margaret John,/name/nm0424191/,"",false,"","","","","",https://images-na.ssl-images-amazon.com/images/M/MV5BZTEzZmMxMzQtYzA4OC00YjI3LTg3Y2QtNjNhMjE2MDMxZDZlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZTEzZmMxMzQtYzA4OC00YjI3LTg3Y2QtNjNhMjE2MDMxZDZlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Old Woman Prisoner,/character/ch0327535/,Gina Moxley,/name/nm0610312/,"",false,"","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Olenna Tyrell,/character/ch0010188/,Diana Rigg,/name/nm0001671/,Tyrell,false,"","","","",Jaime Lannister,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMjgwOTQ3Nl5BMl5BanBnXkFtZTcwMjE2NzE5OQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMjgwOTQ3Nl5BMl5BanBnXkFtZTcwMjE2NzE5OQ@@._V1_SY1000_CR0,0,662,1000_AL_.jpg","",Joffrey Baratheon,"","","",Mace Tyrell,"","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Olly,/character/ch0508055/,Brenock O'Connor,/name/nm5282143/,"",false,"","","","",Jon Snow,https://images-na.ssl-images-amazon.com/images/M/MV5BOWFiYTRlMzMtMmQzZC00Y2UxLTgzMzAtZGEzOTlkMGRiODBkXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOWFiYTRlMzMtMmQzZC00Y2UxLTgzMzAtZGEzOTlkMGRiODBkXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"",Ygritte,Jon Snow,"","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Olyvar,/character/ch0403194/,Will Tudor,/name/nm4831584/,"",false,"","","","","",https://images-na.ssl-images-amazon.com/images/M/MV5BOTZiNDAwYzQtMGJkZi00OGM4LTg2OTgtNzFjZTM1ZGExMzNiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOTZiNDAwYzQtMGJkZi00OGM4LTg2OTgtNzFjZTM1ZGExMzNiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Orell,/character/ch0316922/,Mackenzie Crook,/name/nm0188871/,"",false,"","","","",Jon Snow,https://images-na.ssl-images-amazon.com/images/M/MV5BOTQ1NDAzODQtNzAzMy00MDRhLTkwMWItZTNmMWJmN2I5MTlmXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOTQ1NDAzODQtNzAzMy00MDRhLTkwMWItZTNmMWJmN2I5MTlmXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Ornela,/character/ch0540537/,Hannah John-Kamen,/name/nm4789912/,"",false,"","","","","",https://images-na.ssl-images-amazon.com/images/M/MV5BODdmZDIwMTEtYWI1OS00YTVmLWIzZGUtOWI4YTk3MWU3NTNhXkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BODdmZDIwMTEtYWI1OS00YTVmLWIzZGUtOWI4YTk3MWU3NTNhXkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Osha,/character/ch0295802/,Natalia Tena,/name/nm1164730/,"",false,"","","","",Ramsay Snow,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4NjY0ODY2OV5BMl5BanBnXkFtZTcwMzU5ODg4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4NjY0ODY2OV5BMl5BanBnXkFtZTcwMzU5ODg4OQ@@._V1_.jpg,"",Drennan,Maester Luwin,"","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Othell Yarwyck,/character/ch0305003/,Brian Fortune,/name/nm1987270/,"",false,"","","","",Jon Snow,https://images-na.ssl-images-amazon.com/images/M/MV5BNDgzYzhkZWYtYTA3OS00ZTk5LTgwYTUtNThiMDFmNjBmZmIxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNDgzYzhkZWYtYTA3OS00ZTk5LTgwYTUtNThiMDFmNjBmZmIxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"",Jon Snow,"","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Othor,"","","","",false,"","","","",White Walker,"","","","","","","","","","","","",false,Jon Snow,"","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Pentoshi Servant,/character/ch0305042/,Rania Zouari,/name/nm4422639/,"",false,"","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Petyr Baelish,/character/ch0245982/,Aidan Gillen,/name/nm0318821/,"",false,"","","","",Arya Stark,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MjE3OTc3M15BMl5BanBnXkFtZTcwODgzODg4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MjE3OTc3M15BMl5BanBnXkFtZTcwODgzODg4OQ@@._V1_.jpg,Littlefinger,Joffrey Baratheon,Dontos Hollard,"","","","","",Lysa Arryn,"",false,"","","",Lysa Arryn,"","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Podrick Payne,/character/ch0306046/,Daniel Portman,/name/nm4535552/,"",false,"","","","","",https://images-na.ssl-images-amazon.com/images/M/MV5BNTU5NjczOTQyNl5BMl5BanBnXkFtZTcwMzMwNTk4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTU5NjczOTQyNl5BMl5BanBnXkFtZTcwMzMwNTk4OQ@@._V1_.jpg,"",Mandon Moore,Bolton Soldier,"","","","","","",Tyrion Lannister,true,"","","","","","","","","","","","","","","","","","",,"","",,,,,Brienne of Tarth,Bran Stark,"","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Polliver,/character/ch0305023/,Andy Kellegher,/name/nm3464945/,"",false,"","","","",Arya Stark,https://images-na.ssl-images-amazon.com/images/M/MV5BY2EwODU4ZGMtZGVkZi00ZjE4LTlhZTItNzNjNGZiM2UxZTc1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BY2EwODU4ZGMtZGVkZi00ZjE4LTlhZTItNzNjNGZiM2UxZTc1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"",Lommy Greenhands,"","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Prendahl na Ghezn,/character/ch0339504/,Ramon Tikaram,/name/nm0863130/,"",false,"","","","",Daario Naharis,https://images-na.ssl-images-amazon.com/images/M/MV5BYzkyZDYyNGYtNDEyNC00NTQ2LWI4N2MtNmM0YzcwOTc1ODRlXkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzkyZDYyNGYtNDEyNC00NTQ2LWI4N2MtNmM0YzcwOTc1ODRlXkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1_SX1777_CR0,0,1777,999_AL_.jpg","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Pyat Pree,/character/ch0303952/,Ian Hanmore,/name/nm0360171/,"",false,"","","","",Drogon,https://images-na.ssl-images-amazon.com/images/M/MV5BYmMzZmVkMTItNmY3Yy00MDU2LThmNTctOWJmYTNhMThhNTRlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYmMzZmVkMTItNmY3Yy00MDU2LThmNTctOWJmYTNhMThhNTRlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"",Spice King,Silk King,"","","","","","","",false,Viserion,"","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","",Rhaegal,"","",,,,,,"","","","","","","","","",""
Pypar,/character/ch0273477/,Josef Altin,/name/nm1086981/,"",false,"","","","",Ygritte,https://images-na.ssl-images-amazon.com/images/M/MV5BNTFiNTIxY2MtY2ExOC00NjM1LTg0MGEtYzUzYzA0YzIyY2VjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTFiNTIxY2MtY2ExOC00NjM1LTg0MGEtYzUzYzA0YzIyY2VjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Qhono,/character/ch0540066/,Staz Nair,/name/nm7047874/,"",false,"","","","","",https://images-na.ssl-images-amazon.com/images/M/MV5BMGMwYjgwMGQtOGRlNC00NDg0LTliM2ItN2I1NzIxZmQ5YTU1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMGMwYjgwMGQtOGRlNC00NDg0LTliM2ItN2I1NzIxZmQ5YTU1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Qhorin Halfhand,/character/ch0303951/,Simon Armstrong,/name/nm1409802/,"",false,"","","","",Jon Snow,https://images-na.ssl-images-amazon.com/images/M/MV5BODM1MzJmZmUtZWI2MS00YjliLWJhNTItZmMzNmQ1YzA0ZjlmXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BODM1MzJmZmUtZWI2MS00YjliLWJhNTItZmMzNmQ1YzA0ZjlmXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Qotho,/character/ch0246162/,Dar Salim,/name/nm1502469/,"",false,"","","","",Jorah Mormont,https://images-na.ssl-images-amazon.com/images/M/MV5BOWFjY2Y4NTgtZjQ5OS00YjM0LWI3OTItMWYyM2QzYjQyODk1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOWFjY2Y4NTgtZjQ5OS00YjM0LWI3OTItMWYyM2QzYjQyODk1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Quaithe,/character/ch0305022/,Laura Pradelska,/name/nm3671418/,"",false,"","","","","",https://images-na.ssl-images-amazon.com/images/M/MV5BMWU1YzE1MmUtMDk3ZS00ZTQxLTg5ZjEtYzgxZDk5MzFkOWUyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMWU1YzE1MmUtMDk3ZS00ZTQxLTg5ZjEtYzgxZDk5MzFkOWUyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Qyburn,/character/ch0316929/,Anton Lesser,/name/nm0504320/,"",false,"","","","",Gregor Clegane,https://images-na.ssl-images-amazon.com/images/M/MV5BZGEzNDY2YjktMDM1ZS00MTI1LWEyYmMtNTdiMzczNmY4ZWEzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZGEzNDY2YjktMDM1ZS00MTI1LWEyYmMtNTdiMzczNmY4ZWEzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","",Cersei Lannister,false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Rakharo,/character/ch0251495/,Elyes Gabel,/name/nm1175468/,"",false,"","","","",Khal Jhaqo's Khalasar,https://images-na.ssl-images-amazon.com/images/M/MV5BNzU2OWU5YzQtMTM1YS00ZDBjLWJlOTUtODg5ZTJlNjU5MTIyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNzU2OWU5YzQtMTM1YS00ZDBjLWJlOTUtODg5ZTJlNjU5MTIyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Ramsay Snow,/character/ch0321004/,Iwan Rheon,/name/nm3701064/,Bolton,false,Roose Bolton,"","","",Ramsay Snow's Hounds,https://images-na.ssl-images-amazon.com/images/M/MV5BMzM5Nzk3NTU5N15BMl5BanBnXkFtZTgwNzczMjk5NTE@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzM5Nzk3NTU5N15BMl5BanBnXkFtZTgwNzczMjk5NTE@._V1_SY1000_CR0,0,665,1000_AL_.jpg","",Master Torturer,Medger Cerwyn,"","","","","",Sansa Stark,"",false,"","","",Lady Cerwyn,Unidentified Cerwyn,Old Woman,Roose Bolton,Osha,Rickon Stark,Wun Wun,"","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Randyll Tarly,/character/ch0524408/,James Faulkner,/name/nm0269077/,"",false,"","","","",Daenerys Targaryen,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwMTY0NTc4N15BMl5BanBnXkFtZTgwNTMyNzYwOTE@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwMTY0NTc4N15BMl5BanBnXkFtZTgwNTMyNzYwOTE@._V1_SY1000_CR0,0,1502,1000_AL_.jpg","","","","","",Dickon Tarly,Samwell Tarly,Talla Tarly,Melessa Tarly,"",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Rast,/character/ch0251498/,Luke Barnes,/name/nm4430828/,"",false,"","","","",Ghost,https://images-na.ssl-images-amazon.com/images/M/MV5BYzI5NjQ3ZTctODgyYi00ZTZhLTk2M2EtM2E3MzYxNDBkMWU5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYzI5NjQ3ZTctODgyYi00ZTZhLTk2M2EtM2E3MzYxNDBkMWU5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"",Jeor Mormont,"","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Rattleshirt,/character/ch0305888/,"","","",false,"","","","",Tormund Giantsbane,https://images-na.ssl-images-amazon.com/images/M/MV5BYzk1ZDA3YjktMWZhMi00MTA4LTk0YjItY2ZmMDRlZDY3MmM2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYzk1ZDA3YjktMWZhMi00MTA4LTk0YjItY2ZmMDRlZDY3MmM2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,Lord of Bones,"","","","","","","","","",false,"","","","","","","","","","","","","","","","",Edward Dogliani,/name/nm2589085/,2,Ross O'Hennessy,/name/nm1090815/,5,3,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Razdal mo Eraz,/character/ch0413591/,George Georgiou,/name/nm1745190/,"",false,"","","","",Grey Worm,https://images-na.ssl-images-amazon.com/images/M/MV5BODdjNzdkYWQtZmE1OS00YzcxLTljMTctNWZmMDI3OTAzZmZiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BODdjNzdkYWQtZmE1OS00YzcxLTljMTctNWZmMDI3OTAzZmZiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Red Keep Stableboy,/character/ch0379229/,Hugo Culverhouse,/name/nm4164318/,"",false,"","","","",Arya Stark,https://images-na.ssl-images-amazon.com/images/M/MV5BZjA0NGQzMmQtZTdlMi00Y2Q5LWE1N2ItNGNhODdmZDAxZTg3XkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZjA0NGQzMmQtZTdlMi00Y2Q5LWE1N2ItNGNhODdmZDAxZTg3XkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Red Priestess,/character/ch0540866/,Melanie Liburd,/name/nm4927489/,"",false,"","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Red Priestess,/character/ch0540866/,Rila Fukushima,/name/nm3822462/,"",false,"","","","","",https://images-na.ssl-images-amazon.com/images/M/MV5BNTM5MjlkYjItM2YzOC00NGQwLTllZDktYmY3YmMxYjNjMzVjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTM5MjlkYjItM2YzOC00NGQwLTllZDktYmY3YmMxYjNjMzVjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_SY1000_CR0,0,1502,1000_AL_.jpg","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Renly Baratheon,/character/ch0246253/,Gethin Anthony,/name/nm2167445/,Baratheon,false,"","",Robert Baratheon,Stannis Baratheon,Melisandre,https://images-na.ssl-images-amazon.com/images/M/MV5BNjA4OTE5MzcyOF5BMl5BanBnXkFtZTcwNDA1ODg5NA@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjA4OTE5MzcyOF5BMl5BanBnXkFtZTcwNDA1ODg5NA@@._V1_SX1500_CR0,0,1500,999_AL_.jpg","","","","","","","","",Margaery Tyrell,"",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Rhaegal,"","","",Targaryen,false,"","",Drogon,Viserion,Euron Greyjoy,"","","",Pyat Pree,Great Master #1,"","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","",Daenerys Targaryen,"","","","","","",,,,,,"","","","","","","","","",""
