,characterName,characterLink,actorName,actorLink,houseName,royal,parents,siblings,killedBy,characterImageThumb,characterImageFull,nickname,killed,servedBy,parentOf,marriedEngaged,serves,kingsguard,guardedBy,actors,guardianOf,allies,abductedBy,abducted,sibling
366,Wight Wildling Girl,/character/ch0305043/,Claire Wright,/name/nm4422708/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BNTg0OTdiOTYtNjBlYS00ZjI1LWEzMTAtODExOWRhNDZhMWNhXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTg0OTdiOTYtNjBlYS00ZjI1LWEzMTAtODExOWRhNDZhMWNhXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
367,Wildling Rioter,/character/ch0348391/,Michael Patrick,/name/nm8199963/,,,,,,,,,,,,,,,,,,,,,
368,Will,/character/ch0171394/,Bronson Webb,/name/nm0916037/,,,,,['Eddard Stark'],"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0NjU2MjIzNF5BMl5BanBnXkFtZTgwNzEyODI1MDI@._V1_SY100_CR16,0,100,100_AL_.jpg",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0NjU2MjIzNF5BMl5BanBnXkFtZTgwNzEyODI1MDI@._V1_.jpg,,,,,,,,,,,,,,
369,Willem Lannister,/character/ch0395356/,Timothy Gibbons,/name/nm5624523/,Lannister,,['Kevan Lannister'],"['Lancel Lannister', 'Martyn Lannister']",['Rickard Karstark'],,,,,,,,,,,,,,,,
370,Willis Wode,/character/ch0305315/,Ryan McKenna,/name/nm4416560/,,,,,['Mountain Clansman'],https://images-na.ssl-images-amazon.com/images/M/MV5BMmY3NWI0YTItNWFkZi00MTVlLWIyNDQtN2MwYjY0ZjhhOTdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMmY3NWI0YTItNWFkZi00MTVlLWIyNDQtN2MwYjY0ZjhhOTdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
371,Wine Merchant,/character/ch0305323/,Simon Lowe,/name/nm0523047/,,,,,,,,,,,,,,,,,,,,,
372,Winterfell Shepherd,/character/ch0306456/,Donagh Deeney,/name/nm0214343/,,,,,,,,,,,,,,,,,,,,,
373,Wun Wun,/character/ch0524621/,Ian Whyte,/name/nm1613839/,,,,,"['Ramsay Snow', 'Lyanna Mormont']",https://images-na.ssl-images-amazon.com/images/M/MV5BNTFjMTczNTQtNzE5MC00ZTI1LWI0ZGMtMTA4NGU2ZGQ5ZjRkXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTFjMTczNTQtNzE5MC00ZTI1LWI0ZGMtMTA4NGU2ZGQ5ZjRkXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,,['Lyanna Mormont'],,,,,,,,,,,,
374,Wyllis,/character/ch0238584/,Sam Coleman,/name/nm4744043/,,,,,,,,,,,,,,,,,,,,,
375,Xaro Xhoan Daxos,/character/ch0303950/,Nonso Anozie,/name/nm1996829/,,,,,['Daenerys Targaryen'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3NTA5NDA3NF5BMl5BanBnXkFtZTcwNzY2NDg1Nw@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3NTA5NDA3NF5BMl5BanBnXkFtZTcwNzY2NDg1Nw@@._V1_SY1000_CR0,0,666,1000_AL_.jpg",,,,,,,,,,,,,,
376,Yara Greyjoy,/character/ch0300217/,Gemma Whelan,/name/nm2247629/,Greyjoy,,['Balon Greyjoy'],['Theon Greyjoy'],,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2NzU5ODk0MV5BMl5BanBnXkFtZTcwMzEyNDY2OQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2NzU5ODk0MV5BMl5BanBnXkFtZTcwMzEyNDY2OQ@@._V1_SY1000_CR0,0,1503,1000_AL_.jpg",,,,,,,,,,,,,,
377,Yezzan zo Qaggaz,/character/ch0470706/,Enzo Cilenti,/name/nm0162281/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BZDgyOTFhMzktNWE5MS00YTY3LTk0YTYtMjkyMjFkODIxOTJiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZDgyOTFhMzktNWE5MS00YTY3LTk0YTYtMjkyMjFkODIxOTJiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
378,Ygritte,/character/ch0304492/,Rose Leslie,/name/nm3310211/,,,,,['Olly'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NDA1Njk3Nl5BMl5BanBnXkFtZTcwOTQ2NDk4OQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NDA1Njk3Nl5BMl5BanBnXkFtZTcwOTQ2NDk4OQ@@._V1_SY1000_CR0,0,724,1000_AL_.jpg",,"['Old Man', 'Guymon', ""Mole's Town Whore"", 'Pypar']",,,['Jon Snow'],,,,,,,,,
379,Yohn Royce,/character/ch0524546/,Rupert Vansittart,/name/nm0889338/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BZjgwNDc4NGQtMmQyMS00YjMyLWFhZWUtZmM0MjRkYmNmNGExXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZjgwNDc4NGQtMmQyMS00YjMyLWFhZWUtZmM0MjRkYmNmNGExXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,['Waymar Royce'],,,,,,,,,,
380,Yoren,/character/ch0251493/,Francis Magee,/name/nm0535837/,,,,,['Amory Lorch'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTZjZWMwZWItYTdlNi00N2RmLWFlYjQtZTZlYTIxYTRkMWJlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTZjZWMwZWItYTdlNi00N2RmLWFlYjQtZTZlYTIxYTRkMWJlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
381,Young Benjen Stark,/character/ch0153996/,Matteo Elezi,/name/nm5502295/,Stark,,,,,,,,,,,,,,,,,,,,
382,Young Cersei Lannister,/character/ch0159526/,Nell Williams,/name/nm5309709/,Lannister,,,,,,,,,,,,,,,,,,,,
383,Young Lyanna Stark,/character/ch0543804/,Cordelia Hill,/name/nm8108764/,Stark,,,,,,,,,,,,,,,,,,,,
384,Young Nan,/character/ch0305018/,Annette Tierney,/name/nm1519719/,,,,,,,,,,,,,,,,,,,,,
385,Young Ned,/character/ch0154681/,Robert Aramayo,/name/nm7075019/,Stark,,,,,,,,,,,,,,,,,,,,
386,Young Ned Stark,/character/ch0154681/,Sebastian Croft,/name/nm7509185/,Stark,,,,,,,,,,,,,,,,,,,,
387,Young Rodrik Cassel,/character/ch0171391/,Fergus Leathem,/name/nm7509186/,,,,,,,,,,,,,,,,,,,,,
388,Zanrush,/character/ch0540870/,Gerald Lepkowski,/name/nm0503319/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BNTJjYzk1MGMtNjE3Mi00NjE2LTkzMWUtNGRjODVlY2JmMmI5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTJjYzk1MGMtNjE3Mi00NjE2LTkzMWUtNGRjODVlY2JmMmI5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
